"","x"
"740","從裡面發出了微光"
"741","穩固而寂靜地坐落在那裡"
"742","不管人們對這幢建築物做什麼評語"
"743","美麗的金閣都是默默無言地裸露出它的纖細的結構"
"744","必須忍受著四周的黑暗"
"745","
    我還想起那只挺立在屋頂頂端上長年經受風風雨雨的鍍金銅鳳凰"
"746","這只神秘的金鳥"
"747","不報時"
"748","也不振翅"
"749","無疑完全忘記自己是鳥兒了"
"750","但是"
"751","看似不會飛"
"752","實際上這種看法是錯誤的"
"753","別的鳥兒在空間飛翔"
"754","而這隻金鳳凰則展開光燦燦的雙翅"
"755","永遠在時間中翱翔"
"756","時間拍打著它的雙翼"
"757","拍打了雙翼之後"
"758","向後方流逝了"
"759","因為是飛翔"
"760","鳳凰只要採取不動的姿勢"
"761","怒目而視"
"762","高舉雙翅"
"763","翻捲著鳥尾的羽毛"
"764","使勁地岔開金色的雙腳牢牢地站穩"
"765","這樣就夠了"
"766","
    這麼一想"
"767","我就覺得金周本身也像是一艘渡過時間大海駛來的美麗的部"
"768","美術書上所說的這幢「四周明柱、牆少的建築物」"
"769","使我聯想起船的結構"
"770","這複雜的三層屋形船所面臨的池子"
"771","給人以海的象徵的印象"
"772","金閣度過了無計其數的茫茫黑夜"
"773","這是永無止境的航行"
"774","白晝"
"775","這艘奇異的船佯裝拋下了錨"
"776","讓許多遊人參觀"
"777","天剛擦黑"
"778","就借助四周的黑暗"
"779","揚起風帆似的屋頂啟航了"
"780","
    即使說我人生最初遇到的難題是美"
"781","也並非言過其實"
"782","父親是鄉間純樸的僧侶"
"783","語彙貧乏"
"784","他只告訴我"
"785","「人世間再沒有比金闊更美的東西了"
"786","」我想"
"787","在我本知的地方已經存在著美"
"788","這種思考不由得使我感到不滿和焦躁"
"789","因為如果美的確存在那裡"
"790","那麼我的存在就被美疏遠了"
"791","
    對我來說"
"792","金閣絕不是一種觀念"
"793","而是一種物體"
"794","是一種儘管群山阻隔著我的眺望、但只要想看還是可以到那裡去看的物體"
"795","美就是這樣一種手可以觸摸、眼可以清晰地映現的物體"
"796","我知道並且相信"
"797","在紛繁變化的世界裡"
"798","不變的金閣是千真萬確的存在"
"799","
    有時我覺得金閣宛如我掌心攥著的小巧玲瓏的手工藝品"
"800","有時我又覺得它是高聳雲端的龐然大物般的廟宇"
"801","少年時代的我並沒有認為所謂美就是不大不小的適當的東西"
"802","因此"
"803","看到夏天的小花像是被晨露濡濕散發出朦朧的光的時候"
"804","我就覺得它像金閣一般的美"
"805","還有"
"806","看到山那邊雲層翻捲、雷聲陣陣、惟有暗淡的雲煙邊緣金光燦燦的景象的時候"
"807","這種壯觀就使我聯想起金閣來"
"808","最後甚至看到美人的臉蛋"
"809","我心中也會用「像金閣一般的美」來形容了"
"810","
    這次旅行真令人傷心"
"811","我們乘上舞鶴線火車"
"812","從西舞鶴出發"
"813","經具倉"
"814","上杉等小站都停車"
"815","再經線部"
"816","向京都方向駛去"
"817","客車很髒"
"818","沿保津峽行駛"
"819","在隧道較多的地方"
"820","煤煙無情地捲進車廂內"
"821","令人窒息"
"822","父親咳個不止"
"823","
    乘客多半是與海軍有關的"
"824","三等車廂裡擠滿了下士"
"825","水兵"
"826","工人以及前往海兵團探親回來的海軍軍屬"
"827","
    我望了望窗外陰沉沉的春天的天空"
"828","看了看父親罩在國民服胸前的袈裟"
"829","還看了看紅光滿面的年輕下士們挺起的胸膛"
"830","好像把金扣子頂得都快蹦起來了"
"831","我覺得自己彷彿就在他們中間"
"832","不久"
"833","我成年後也會被徵入伍的"
"834","但即使我當了兵"
"835","是不是能像眼前的下士那樣忠實地為完成任務而生活呢"
"836","好歹我腳跨兩個世界"
"837","我感到"
"838","我還這樣年輕"
"839","在醜陋的頑固的凸額之下"
"840","父親掌管的死的世界"
"841","同年輕人的生的世界是以戰爭作為媒介而聯結在一起的"
"842","我大概會成為它們的聯結點吧"
"843","假如我戰死了"
"844","不論眼前這條岔道的哪一邊都很清楚"
"845","結局是一樣的"
"846","
    我少年時期就像混濁在黎明的色調之中"
"847","黑暗的影子世界是可怕的"
"848","但白晝似的輪廓分明的生"
"849","也不屬於我"
"850","
    我看護著咳嗽不止的父親"
"851","不時望望窗外的保津川"
"852","河水裡濃重的群青色"
"853","就像化學實驗使用的硫酸銅"
"854","每次列車鑽出隧道就看見保津峽忽而遠離鐵路"
"855","忽而又意外地近在眼前"
"856","被平滑的岩石所包圍"
"857","轟鳴般地轉動著群青的轆轤"
"858","
    父親在車廂裡很難為情地打開了盛著白米飯團的飯盒"
"859","
    「這可不是黑市米"
"860","是施主們的心意"
"861","你只顧高高興興地吃好了"
"862","」
    父親這樣說"
"863","好像有意讓周圍的人聽見似的"
"864","說罷他才把一個不大的飯團嚥了下去"
"865","
    我總覺得這趟被煤煙燻黑的破舊列車不是開往古都"
"866","而彷彿是駛向死亡的車站"
"867","如是想"
"868","每次經過隧道時瀰漫在車廂內的煤煙"
"869","便都發出一種火葬場的氣味兒"
"870","
    ……我終於站在鹿苑寺大門前"
"871","這時我的心不由得撲通直跳起來"
"872","此後我將可以看到人世間最美的東西"
"873","
    太陽開始西斜"
"874","群山鎖在彩霞中"
"875","幾名遊人和我們父子先後鑽進了大門"
"876","門的左側"
"877","圍繞鐘樓種植著掛著殘花的梅林"
"878","
    父親站在植有大飽樹的大雄寶殿的前面"
"879","請求引見住持"
"880","回復說住持正接待來賓"
"881","請稍俊二三十分鐘"
"882","
    「我們利用這段時間去看看金閣吧"
"883","」父親說"
"884","
    父親大概是想讓我看看他利用自己的面子"
"885","可以免費入內參觀"
"886","但售票和售護符的人以及在門口檢票的人全都變換了"
"887","已經不是十幾年前父親常來時的老相識了"
"888","
    「下次再來時"
"889","大概還會變換的"
"890","」
    父親顯出一副微寒的樣子"
"891","我感到父親不敢確信自己還會「下次再來」了"
"892","
    不過"
"893","我佯裝出一副少年的模樣（惟有這種時候"
"894","誰有故意演戲的時候"
"895","我才像個少年）"
"896","興高采烈"
"897","幾乎跑在前頭"
"898","於是"
"899","我夢幻多年的金閣"
"900","就這樣輕易地以其全貌展現在我的眼前"
"901","
    我站在鏡湖地這邊"
"902","金周與地子相隔"
"903","西斜的夕陽照射著金閣的正面"
"904","漱清亭在對岸左側半隱半現"
"905","金閣精緻的影子"
"906","投落在稀疏地漂浮著藻類和水草的池面上"
"907","看上去"
"908","這投影更加完整"
"909","在各層房簷裡倒搖曳著夕照在池水的反射"
"910","比起四周的明亮來"
"911","這房簷裡側的反射更鮮明耀眼"
"912","恍如一幅誇張遠近法的繪畫"
"913","金閣的氣勢給人一種需要仰望的感覺"
"914","
    「怎麼樣"
"915","漂亮吧"
"916","一層叫法水院"
"917","二層叫潮音洞"
"918","三層叫究竟頂"
"919","」
    父親把瘦骨嶙峋的手搭在我的肩膀上"
"920","
    我變換著各種角度或惻頭眺望"
"921","它已經引不起我任何的感動"
"922","它只不過是一幢古老的黑乎乎的三層小建築物"
"923","頂尖上的鳳凰"
"924","也像只烏鴉似的"
"925","豈止不美"
"926","甚至給人一種不調和、不穩定的感覺"
"927","我尋思"
"928","所謂美"
"929","難道黨是這樣不美的東西嗎"
"930","
    倘使我是個謙虛好學的少年"
"931","在這樣輕易地氣餒之前"
"932","必定先悲歎自己鑒賞力之差吧"
"933","然而"
"934","我心中幻想的無與倫比的美"
"935","竟背叛了我"
"936","這種痛苦完全奪去了我所有的反省"
"937","
    我思想"
"938","難道金閣虛構的美"
"939","幻化成別的什麼東西了嗎"
"940","美為了保護自身"
"941","可能會誆騙人的眼睛"
"942","我本應更接近金閣"
"943","剔除使自己的眼中產生醜陋感覺的那種障礙"
"944","檢查一個個細微部分"
"945","親眼看看美的核心"
"946","既然我只相信眼睛見得著的美"
"947","那麼採取這種態度是理所當然的"
"948","
    父親領著我畢恭畢敬地登上了法水院的廊道"
"949","我首先看到的是擺在玻璃櫥裡的精緻的金閣模型"
"950","我很喜歡這個模型"
"951","毋寧說它接近我夢想中的金閣"
"952","於是"
"953","大金閣的內部藏著模樣完全相同的小金閣"
"954","讓我聯想到猶如大宇宙中存在著小宇宙似的無限的呼應"
"955","我第一次夢幻到了"
"956","夢幻到比這模型更小巧而且更完整的金閣"
"957","以及比真實的金閣更無限大的、幾乎包容世界似的金閣"
"958","
    然而"
"959","我的腳並非永遠駐在模型前"
"960","父親順便把我領到聞名遐邇的國寶義滿像前"
"961","這尊木像用了義滿削髮為僧之後的名字"
"962","稱為鹿苑院殿道義之像"
"963","
    在我看來"
"964","它只不過是一首被煤煙燻黑了的奇妙的偶像"
"965","沒有覺得有任何一點美"
"966","再上二層的潮音洞"
"967","看到據說出自狩野正信１手筆的仙女奏樂藻井圖案"
"968","更上三層的究竟頂"
"969","即使看到各個角落殘存的可憐的金箔痕跡"
"970","也無法覺得它的美"
"971","
    我憑倚在精緻的欄杆上"
"972","心不在焉地俯視著地面"
"973","在夕陽的映照下"
"974","地面恍如生了銹的古銅鏡"
"975","金閣的影子垂直地投落在鏡面上"
"976","水草和藻類的最下方"
"977","映現出傍晚的天空"
"978","這傍晚的天空"
"979","與我們頭上的天空不同"
"980","那是浪明的"
"981","充滿寂光１"
"982","從下方"
"983","從內倒把這個地上的世界完全吞噬"
"984","金閣就像黑油油的銹透了的巨大的純金錢"
"985","沉落在其中……——
    １狩野正信（1434－1530）"
"986","畫家"
"987","對中國畫與日本畫的結合做出很大功績"
"988","
    住持田山道詮和尚與父親是禪堂的學友"
"989","道詮和尚與父親共同度過三年的禪堂生活"
"990","這其間"
"991","他們同食同住"
"992","兩人都在據說是義滿將軍建立的相國寺專門道場修行"
"993","經過自古以來形成的終日垂頭和三日坐樣的儀式"
"994","然後才成為相國寺派的成員"
"995","不僅如此"
"996","直到後來"
"997","道詮法師興致上來的時候還曾談及他同父親不僅是如此辛苦修行的學友"
"998","而且還是嫖友"
"999","他們在就寢時間之後"
"1000","時常翻越土牆"
"1001","出去嫖妓"
"1002","尋歡作樂"
"1003","
    我們父子拜謁金閣之後"
"1004","再次返回大雄寶殿的正門"
"1005","我們被引領穿過寬敞的長廊"
"1006","來到了可以展望著名的陸舟松的庭院－－大書院的住持房間"
"1007","
    我穿著學生服端正地跪坐著"
"1008","顯得十分拘謹"
"1009","可是"
"1010","父親來到這裡突然心情舒暢起來"
"1011","父親和這裡的住持雖然出身相同"
"1012","他們的福氣卻完全迥異"
"1013","父親病弱"
"1014","肌膚蒼白"
"1015","是一副貧相"
"1016","而道詮和尚簡直就像桃紅色的點心"
"1017","和尚的桌面上如山似地摞滿了從四面八方寄來的小包裹、雜誌、書、信等"
"1018","都是未曾啟封的"
"1019","很像一座華麗的寺廟"
"1020","他用胖乎乎的手拿著剪子"
"1021","靈巧地拆開了其中一個小包裹"
"1022","
    「這是從東京寄來的點心"
"1023","據說眼下這種點心很稀罕"
"1024","只獻給軍部和官廳"
"1025","店舖裡還買不到吶"
"1026","」
    我們一邊喝談茶"
"1027","一邊品嚐從未曾吃過的像是西式糕點的東西"
"1028","吃的時候越緊張"
"1029","糕點上的粉末就越掉落在我的膝上"
"1030","當時我是穿著光亮的黑嘩嘰制服"
"1031","
    父親和住持對軍部和官僚只重視神社而輕視寺廟－－豈止輕視"
"1032","甚至壓迫－－十分憤慨"
"1033","議論了今後如何經營寺廟的問題"
"1034","
    住持微胖"
"1035","當然臉上已刻上皺紋"
"1036","連一道道皺紋的深處也洗得於乾淨淨"
"1037","圓臉上惟有鼻子很高"
"1038","成了流出的樹脂凝固起來似的形狀"
"1039","臉兒雖是這副模樣"
"1040","剃光的頭型卻很是威嚴"
"1041","彷彿精力都凝聚在頭上"
"1042","誰有頭部才是最具動物特徵的"
"1043","
    父親和住持的話題轉到僧堂時代的往事"
"1044","我凝望著庭院裡的陸舟１寂光"
"1045","佛語"
"1046","由寂靜的真理而發出的真智的光照松"
"1047","只見巨松的技極低垂"
"1048","錯落有致"
"1049","呈船形"
"1050","誰有船首的樹枝全都高高伸展"
